,exp,Elab,x,Q2,obs,target,lepton beam,current,units,value unscaled,stat unscaled,sys unscaled,value,stat_u,sys_u,*norm_c
1064,bonus,5.262,0.923,4.868,F2,n/d,e_minus,NC,1,0.443,0.299,0.081,0.886,0.598,0.162,0.039869999999999996
1065,bonus,5.262,0.905,4.873,F2,n/d,e_minus,NC,1,0.389,0.296,0.066,0.778,0.592,0.132,0.03501
1066,bonus,5.262,0.904,4.87,F2,n/d,e_minus,NC,1,0.163,0.184,0.027,0.326,0.368,0.054,0.01467
1067,bonus,5.262,0.888,4.856,F2,n/d,e_minus,NC,1,0.267,0.263,0.042,0.534,0.526,0.084,0.02403
1068,bonus,5.262,0.887,4.865,F2,n/d,e_minus,NC,1,0.407,0.297,0.065,0.814,0.594,0.13,0.036629999999999996
1069,bonus,5.262,0.869,4.872,F2,n/d,e_minus,NC,1,0.477,0.303,0.067,0.954,0.606,0.134,0.042929999999999996
1070,bonus,5.262,0.866,4.865,F2,n/d,e_minus,NC,1,0.131,0.133,0.019,0.262,0.266,0.038,0.01179
1071,bonus,5.262,0.856,4.865,F2,n/d,e_minus,NC,1,0.376,0.232,0.051,0.752,0.464,0.102,0.03384
1072,bonus,5.262,0.829,4.864,F2,n/d,e_minus,NC,1,0.199,0.205,0.024,0.398,0.41,0.048,0.01791
1073,bonus,5.262,0.813,4.864,F2,n/d,e_minus,NC,1,0.465,0.213,0.051,0.93,0.426,0.102,0.04185
1074,bonus,5.262,0.807,4.85,F2,n/d,e_minus,NC,1,0.286,0.185,0.03,0.572,0.37,0.06,0.025739999999999996
1075,bonus,5.262,0.799,4.846,F2,n/d,e_minus,NC,1,0.183,0.202,0.019,0.366,0.404,0.038,0.01647
1076,bonus,5.262,0.798,4.839,F2,n/d,e_minus,NC,1,0.315,0.217,0.032,0.63,0.434,0.064,0.02835
1077,bonus,5.262,0.773,4.792,F2,n/d,e_minus,NC,1,0.211,0.164,0.019,0.422,0.328,0.038,0.01899
1078,bonus,5.262,0.761,4.788,F2,n/d,e_minus,NC,1,0.532,0.3,0.046,1.064,0.6,0.092,0.04788
1079,bonus,5.262,0.752,4.776,F2,n/d,e_minus,NC,1,0.391,0.248,0.032,0.782,0.496,0.064,0.03519
1080,bonus,5.262,0.739,4.764,F2,n/d,e_minus,NC,1,0.132,0.172,0.01,0.264,0.344,0.02,0.01188
1081,bonus,5.262,0.731,4.754,F2,n/d,e_minus,NC,1,0.567,0.266,0.042,1.134,0.532,0.084,0.05102999999999999
1082,bonus,5.262,0.719,4.742,F2,n/d,e_minus,NC,1,0.34,0.221,0.024,0.68,0.442,0.048,0.030600000000000002
1083,bonus,5.262,0.718,4.721,F2,n/d,e_minus,NC,1,0.361,0.232,0.025,0.722,0.464,0.05,0.03249
